NOME_NEGOCIO,SETOR_ATIVIDADE,BAIRRO,CODIGO_CNAE,CIDADE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,SANTA MATILDE,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SAO JOAO,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",CAMPO ALEGRE,9602501,CONSELHEIRO LAFAIETE
BM LIMPEZA,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,REZENDE,8121400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM INFORMÁTICA,SAO SEBASTIAO,8599603,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,LOURDES,4321500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,CENTRO,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",QUELUZ,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMÉSTICOS,FONTE GRANDE,9609208,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FILMAGEM DE FESTAS E EVENTOS,MOINHOS,7420004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",QUELUZ,4789001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,CARIJOS,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",GAGE,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CONDOMÍNIOS PREDIAIS,CENTRO,8112500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SANTO ANTONIO,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS ADVOCATÍCIOS,CENTRO,6911701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,PAULO VI,4330404,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SANTA CRUZ,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA  MOTOCICLETAS E MOTONETAS,MUSEU,4541206,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE ODONTOLÓGICA,SAO JOAO,8630504,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS ADVOCATÍCIOS,CENTRO,6911701,CONSELHEIRO LAFAIETE
TSR PARTICIPACOES E EMPREENDIMENTOS,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,REZENDE,6462000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ACABAMENTO DE CALÇADOS DE COURO SOB CONTRATO,CHAPADA,1531902,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,SANTA MATILDE,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,QUELUZ,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,SAO JUDAS TADEU,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,GAGE,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ESTAMPARIA E TEXTURIZAÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO",QUELUZ,1340501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CHAPADA,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",LOURDES,4772500,CONSELHEIRO LAFAIETE
GHERARDI CUCINA,RESTAURANTES E SIMILARES,CENTRO,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE,CHAPADA,9609299,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",MUSEU,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",ANGELICA,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,AMARO RIBEIRO,4724500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,SAO BENEDITO,4520002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,MORRO DA MINA,4530703,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,NOVO HORIZONTE,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",CENTRO,5611205,CONSELHEIRO LAFAIETE
TERRAS ALTAS SPE,COMPRA E VENDA DE IMÓVEIS PRÓPRIOS,CENTRO,6810201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,CHAPADA,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,QUELUZ,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,OSCAR CORREA,5620101,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,SAO JOAO,4330404,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SAO DIMAS,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",SION,5611204,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,SAO JOAO,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,PAULO VI,1091102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",MUSEU,4930202,CONSELHEIRO LAFAIETE
HHM ENGENHARIA,SERVIÇOS DE ENGENHARIA,REZENDE,7112000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SANTA EFIGENIA,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,BELA VISTA,8599699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",MANOEL CORREA,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,SAGRADO CORACAO DE JESUS,4729699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",EXPEDICIONARIOS,2542000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",EXPEDICIONARIOS,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,ROCHEDO,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SANTA MATILDE,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,RESTAURANTES E SIMILARES,CENTRO,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,SAO SEBASTIAO,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ATENÇÃO AMBULATORIAL NÃO ESPECIFICADAS ANTERIORMENTE,SANTO ANTONIO,8630599,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE BEBIDAS,SAO JOAO,4723700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,GIGANTE,4722901,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,RESTAURANTES E SIMILARES,REAL DE QUELUZ,5611201,CONSELHEIRO LAFAIETE
SCP TERRAS ALTAS,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CENTRO,4110700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,SAO JOAO,8129000,CONSELHEIRO LAFAIETE
VOUTT PARFUMS,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",CAMPO ALEGRE,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,SAO JOAO,1091102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE FORNECIMENTO DE INFRA-ESTRUTURA DE APOIO E ASSISTÊNCIA A PACIENTE NO DOMICÍLIO,JK,8712300,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,SAO SEBASTIAO,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENTREGA RÁPIDA,SANTA CRUZ,5320202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMÉSTICOS,CARIJOS,9609208,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PENSÕES (ALOJAMENTO),CENTRO,5590603,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,PAULO VI,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,SAGRADO CORACAO DE JESUS,4520001,CONSELHEIRO LAFAIETE
CANTINHO DO BEBE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SAO SEBASTIAO,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",AMARO RIBEIRO,9602501,CONSELHEIRO LAFAIETE
ALMA - INSTITUTO CLINICO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,CAMPO ALEGRE,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",CAMPO ALEGRE,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,LIMA DIAS,4330404,CONSELHEIRO LAFAIETE
SO ISSO IGARAPE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,IMPRESSÃO DE MATERIAL PARA OUTROS USOS,CARIJOS,1813099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,PROGRESSO,8599699,CONSELHEIRO LAFAIETE
GRUPO LUYLLER BRUNO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,REZENDE,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SAO SEBASTIAO,8219999,CONSELHEIRO LAFAIETE
JD CONSTRUCAO CIVIL,OBRAS DE ALVENARIA,SAO DIMAS,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TRANSPORTE RODOVIÁRIO DE MUDANÇAS,SAO SEBASTIAO,4930204,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE,CENTRO,8592999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS",SAGRADO CORACAO DE JESUS,8230001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",EXPEDICIONARIOS,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,SAO SEBASTIAO,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,BOM PASTOR,8599699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",MOINHOS,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ACABAMENTO EM GESSO E ESTUQUE,PAULO VI,4330403,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
RP TECH ENGENHARIA MECANICA,TESTES E ANÁLISES TÉCNICAS,BOM PASTOR,7120100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,SAO JOAO,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,REAL DE QUELUZ,5620102,CONSELHEIRO LAFAIETE
EVOLUTION VEICULOS LTDA,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS",QUINTAS DO SOL,4511102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SANTA MARIA,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,ROCHEDO,3329501,CONSELHEIRO LAFAIETE
ANDRETTO SOLUCOES E SERVICOS,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SANTO AGOSTINHO,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,CAMPO ALEGRE,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,BELA VISTA,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",CENTRO,4520005,CONSELHEIRO LAFAIETE
MEU SUSHI JAPA,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,CHAPADA,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,PAULO VI,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,ROCHEDO,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,NOVO HORIZONTE,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,4729699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO DE IDIOMAS,ALVORADA,8593700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,RANCHO NOVO,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,FONTE GRANDE,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,SAO SEBASTIAO,4729699,CONSELHEIRO LAFAIETE
PHURGATORIO HOLDING,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,CENTRO,6462000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SAO DIMAS,4929902,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",PROGRESSO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",REZENDE,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS,GIGANTE,4789005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,CENTRO,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,PAULO VI,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE TERAPIA OCUPACIONAL,SAO DIMAS,8650005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,SANTA MATILDE,8650003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",BUARQUE DE MACEDO,4520005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,ARCADIA,8599699,CONSELHEIRO LAFAIETE
CLINICA ORGANICA,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,CENTRO,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,CENTRO,8650003,CONSELHEIRO LAFAIETE
FGR REPRESENTACOES,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MERCADORIAS EM GERAL NÃO ESPECIALIZADO,BARREIRA,4619200,CONSELHEIRO LAFAIETE
ENERGY LAFAIETE,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,REZENDE,4321500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SAO JOAO,4930202,CONSELHEIRO LAFAIETE
SDH,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,CAMPO ALEGRE,8650003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",SAO JOAO,4520005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,RESTAURANTES E SIMILARES,NOVO HORIZONTE,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,SAGRADO CORACAO DE JESUS,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,SAGRADO CORACAO DE JESUS,8599699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",CAMPO ALEGRE,4520005,CONSELHEIRO LAFAIETE
4 COMPANY,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,PROGRESSO,4789099,CONSELHEIRO LAFAIETE
CLAREIA CONSULTORIA EM NEGOCIOS E FINANCAS,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA",ALVORADA,7020400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",CENTRO,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,SAO DIMAS,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,SANTA CRUZ,1091102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",QUELUZ,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,LABORATÓRIOS FOTOGRÁFICOS,SAO JOAO,7420003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,ARCADIA,4399103,CONSELHEIRO LAFAIETE
BAVIP,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,MANOEL CORREA,4110700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",AMARO RIBEIRO,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENTREGA RÁPIDA,SANTA MATILDE,5320202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",PARQUE DOM BOSCO,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,SAO JUDAS TADEU,4752100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,SAO JORGE,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SAGRADO CORACAO DE JESUS,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,CENTRO,4761003,CONSELHEIRO LAFAIETE
